"","model","predicted_threshold","predicted_acc","predicted_sen","predicted_spec","actual_threshold","actual_acc","actual_sen","actual_spec","features","fL","usekernel","adjust","seed"
"218","down",0.61,0.792553465721867,0.658181818181818,0.818427819988311,0.76,0.890804597701149,0.642857142857143,0.938356164383562,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",3,TRUE,4,1234
"219","rose",0.59,0.789718484821975,0.663030303030303,0.813991817650497,0.57,0.867816091954023,0.678571428571429,0.904109589041096,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",1,TRUE,5,1234
"220","up",0.55,0.776173913043478,0.723939393939394,0.785920514319112,0.61,0.839080459770115,0.785714285714286,0.849315068493151,"JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3.5,TRUE,1,1234
"221","down",0.53,0.754749715685417,0.72969696969697,0.759520748100526,0.61,0.827586206896552,0.714285714285714,0.849315068493151,"JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,1,1234
"222","rose",0.57,0.770357798967719,0.710909090909091,0.781829339567504,0.62,0.844827586206897,0.821428571428571,0.849315068493151,"JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,4,1234
"223","up",0.46,0.72283853847724,0.773333333333333,0.713132670952659,0.65,0.885057471264368,0.714285714285714,0.917808219178082,"Age,JobInvolvement,JobRole,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",1,TRUE,1.5,1234
"224","down",0.56,0.763262706674832,0.684848484848485,0.778088836937463,0.72,0.885057471264368,0.678571428571429,0.924657534246575,"Age,JobInvolvement,JobRole,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",0.5,TRUE,1.5,1234
"225","rose",0.61,0.81610019537515,0.619090909090909,0.853834015195792,0.55,0.839080459770115,0.785714285714286,0.849315068493151,"Age,JobInvolvement,JobRole,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",5,TRUE,2,1234
"226","up",0.53,0.758696060420494,0.716515151515151,0.766884862653419,0.69,0.867816091954023,0.75,0.89041095890411,"JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",0.5,TRUE,1,1234
"227","down",0.61,0.78572023445018,0.658181818181818,0.810268848626534,0.55,0.775862068965517,0.714285714285714,0.787671232876712,"JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",1.5,TRUE,1,1234
"228","rose",0.49,0.719923074679964,0.756363636363636,0.712752776154296,0.63,0.839080459770115,0.785714285714286,0.849315068493151,"JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,2.5,1234
"229","up",0.53,0.755429037996093,0.746818181818182,0.75687901811806,0.66,0.890804597701149,0.75,0.917808219178082,"Department,JobInvolvement,JobLevel,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,4.5,1234
"230","down",0.55,0.756280698684863,0.757121212121212,0.756224430157803,0.62,0.85632183908046,0.714285714285714,0.883561643835616,"Department,JobInvolvement,JobLevel,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,5,1234
"231","rose",0.55,0.767426705158487,0.739090909090909,0.772805376972531,0.63,0.839080459770115,0.714285714285714,0.863013698630137,"Department,JobInvolvement,JobLevel,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",0.5,TRUE,4,1234
"232","up",0.48,0.726739159595253,0.77530303030303,0.717387492694331,0.6,0.85632183908046,0.785714285714286,0.86986301369863,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",3.5,TRUE,1,1234
"233","down",0.47,0.683460006415303,0.806212121212121,0.65979544126242,0.62,0.833333333333333,0.75,0.849315068493151,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",3.5,TRUE,3,1234
"234","rose",0.55,0.763415507537982,0.694242424242424,0.77666277030976,0.34,0.672413793103448,0.964285714285714,0.616438356164384,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",2.5,TRUE,1,1234
